subj_id,qual_col,measure,row,Name,TextResp,isCorrect,RT,Conf
R_4I5pqYdhVgOKFKd,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,2.152,8
R_1EWCq1k7UFauhNj,NameResp_TEXT(35),NameResp_TEXT,35,crib,,0,1.656,
R_81xh6ldt0VxOPHL,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,1.593,6
R_9KLkobZ9kYZSzYh,NameResp_TEXT(35),NameResp_TEXT,35,crib,building,0,1.695,3
R_4T9SzDwjzOtlmrX,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,0.09,7
R_eFBfDt4acLjjVQh,NameResp_TEXT(35),NameResp_TEXT,35,crib,bench,0,2.122,3
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,1.553,6
R_3jv8dkv5pkIe4f3,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,1.436,6
R_9NNGTs03HOOrLhz,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,1.587,7
R_9QAIH8o5XKYkAFD,NameResp_TEXT(35),NameResp_TEXT,35,crib,,0,3.925,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,4.144,6
R_dbuBKRXlnjouSRD,NameResp_TEXT(35),NameResp_TEXT,35,crib,athens,0,2.253,5
R_81i04UQTtFxOXlz,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,2.844,8
R_aflUaQ1v901DTZb,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,1.481,7
R_8cU5NCG2ysTIeFf,NameResp_TEXT(35),NameResp_TEXT,35,crib,building,0,3.149,5
R_8nQqGUmR9MT1CTP,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,video camera,0,2.305,4
R_0NWkLPKVngfskaV,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,,0,2.793,
R_2tvsWbcRX5R84ap,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,oven,0,6.963,4
R_1TCKelAGYh94Ppr,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,,0,,
R_4I5pqYdhVgOKFKd,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,,0,1.692,
R_81xh6ldt0VxOPHL,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,,0,2.342,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,,0,2.421,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,train,0,6.878,3
R_eFBfDt4acLjjVQh,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,video camera,0,5.811,6
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,Glasses,0,12.101,3
R_3jv8dkv5pkIe4f3,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,video camera,0,7.563,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,a person on a type writer,0,6.195,4
R_9QAIH8o5XKYkAFD,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,video camera,0,4.996,4
R_8hQIw8oM3sZtlUV,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,,0,4.768,
R_dbuBKRXlnjouSRD,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,camera,0,1.649,5
R_81i04UQTtFxOXlz,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,,0,7.343,
R_aflUaQ1v901DTZb,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,room in a house,0,9.735,4
R_8cU5NCG2ysTIeFf,NameResp_TEXT(36),NameResp_TEXT,36,camcoder,camera,0,3.326,6
R_8nQqGUmR9MT1CTP,NameResp_TEXT(37),NameResp_TEXT,37,trophy,bell,0,2.158,4
R_0NWkLPKVngfskaV,NameResp_TEXT(37),NameResp_TEXT,37,trophy,two dogs,0,2.004,5
R_2tvsWbcRX5R84ap,NameResp_TEXT(37),NameResp_TEXT,37,trophy,chalice,0,4.375,5
R_1TCKelAGYh94Ppr,NameResp_TEXT(37),NameResp_TEXT,37,trophy,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(37),NameResp_TEXT,37,trophy,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(37),NameResp_TEXT,37,trophy,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(37),NameResp_TEXT,37,trophy,man's face,0,4.909,7
R_4I5pqYdhVgOKFKd,NameResp_TEXT(37),NameResp_TEXT,37,trophy,,0,35.962,
R_1EWCq1k7UFauhNj,NameResp_TEXT(37),NameResp_TEXT,37,trophy,,0,1.296,
R_81xh6ldt0VxOPHL,NameResp_TEXT(37),NameResp_TEXT,37,trophy,lamp,0,3.965,3
R_9KLkobZ9kYZSzYh,NameResp_TEXT(37),NameResp_TEXT,37,trophy,a man offering something,0,6.791,4
R_4T9SzDwjzOtlmrX,NameResp_TEXT(37),NameResp_TEXT,37,trophy,,0,11.663,
R_eFBfDt4acLjjVQh,NameResp_TEXT(37),NameResp_TEXT,37,trophy,chalice,0,2.954,5
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(37),NameResp_TEXT,37,trophy,Rabbit in a suit,0,15.273,3
R_3jv8dkv5pkIe4f3,NameResp_TEXT(37),NameResp_TEXT,37,trophy,hourglass,0,2.653,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(37),NameResp_TEXT,37,trophy,multiple faces,0,2.504,5
R_9QAIH8o5XKYkAFD,NameResp_TEXT(37),NameResp_TEXT,37,trophy,,0,1.69,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(37),NameResp_TEXT,37,trophy,,0,2.511,
R_dbuBKRXlnjouSRD,NameResp_TEXT(37),NameResp_TEXT,37,trophy,my future,0,2.456,5
R_81i04UQTtFxOXlz,NameResp_TEXT(37),NameResp_TEXT,37,trophy,hot air balloon ,0,4.648,7
R_aflUaQ1v901DTZb,NameResp_TEXT(37),NameResp_TEXT,37,trophy,gumball machine,0,2.439,5
R_8cU5NCG2ysTIeFf,NameResp_TEXT(37),NameResp_TEXT,37,trophy,lamp,0,4.387,4
R_8nQqGUmR9MT1CTP,NameResp_TEXT(38),NameResp_TEXT,38,calculator,,0,4.902,
R_0NWkLPKVngfskaV,NameResp_TEXT(38),NameResp_TEXT,38,calculator,desk,0,1.948,5
R_2tvsWbcRX5R84ap,NameResp_TEXT(38),NameResp_TEXT,38,calculator,calculator,1,1.863,6
R_1TCKelAGYh94Ppr,NameResp_TEXT(38),NameResp_TEXT,38,calculator,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(38),NameResp_TEXT,38,calculator,calculator,1,3.653,6
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(38),NameResp_TEXT,38,calculator,a carraige,0,7.541,6
R_03dyKKqahwimd1z,NameResp_TEXT(38),NameResp_TEXT,38,calculator,truck,0,4.038,7
R_4I5pqYdhVgOKFKd,NameResp_TEXT(38),NameResp_TEXT,38,calculator,pager,0,20.953,2
R_1EWCq1k7UFauhNj,NameResp_TEXT(38),NameResp_TEXT,38,calculator,,0,1.7,
R_81xh6ldt0VxOPHL,NameResp_TEXT(38),NameResp_TEXT,38,calculator,car,0,1.697,4
R_9KLkobZ9kYZSzYh,NameResp_TEXT(38),NameResp_TEXT,38,calculator,car,0,0.4,6
R_4T9SzDwjzOtlmrX,NameResp_TEXT(38),NameResp_TEXT,38,calculator,bus,0,4.069,5
R_eFBfDt4acLjjVQh,NameResp_TEXT(38),NameResp_TEXT,38,calculator,floppy disk,0,6.419,3
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(38),NameResp_TEXT,38,calculator,truck,0,4.454,4
R_3jv8dkv5pkIe4f3,NameResp_TEXT(38),NameResp_TEXT,38,calculator,car,0,2.711,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(38),NameResp_TEXT,38,calculator,a school bus,0,1.832,6
R_9QAIH8o5XKYkAFD,NameResp_TEXT(38),NameResp_TEXT,38,calculator,calculator,1,1.76,7
R_8hQIw8oM3sZtlUV,NameResp_TEXT(38),NameResp_TEXT,38,calculator,,0,4.272,
R_dbuBKRXlnjouSRD,NameResp_TEXT(38),NameResp_TEXT,38,calculator,floppy disk,0,1.936,5
R_81i04UQTtFxOXlz,NameResp_TEXT(38),NameResp_TEXT,38,calculator,a refrigerator ,0,12.568,7
R_aflUaQ1v901DTZb,NameResp_TEXT(38),NameResp_TEXT,38,calculator,car,0,2.092,6
R_8cU5NCG2ysTIeFf,NameResp_TEXT(38),NameResp_TEXT,38,calculator,,0,3.151,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,5.461,
R_0NWkLPKVngfskaV,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,group of people,0,2.307,2
R_2tvsWbcRX5R84ap,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,5.392,
R_1TCKelAGYh94Ppr,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,a tadpole,0,8.833,5
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,tennisracket,1,2.448,8
R_4I5pqYdhVgOKFKd,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,tennisracket,1,3.806,8
R_1EWCq1k7UFauhNj,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,1.771,
R_81xh6ldt0VxOPHL,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,1.928,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,tennisracket,1,3.037,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,5.823,
R_eFBfDt4acLjjVQh,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,tennisracket,1,1.57,8
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,12.332,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,tennisracket,1,2.34,6
R_9NNGTs03HOOrLhz,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,tennisracket ,0,7.019,7
R_9QAIH8o5XKYkAFD,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,alien,0,3.348,2
R_8hQIw8oM3sZtlUV,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,1.811,
R_dbuBKRXlnjouSRD,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,egg salad,0,1.903,5
R_81i04UQTtFxOXlz,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,8.828,
R_aflUaQ1v901DTZb,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,5.239,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(39),NameResp_TEXT,39,tennisracket,,0,3.603,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,2.058,4
R_0NWkLPKVngfskaV,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,1.441,6
R_2tvsWbcRX5R84ap,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,1.171,7
R_1TCKelAGYh94Ppr,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,7.71,7
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,12.423,7
R_03dyKKqahwimd1z,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,,0,,
R_4I5pqYdhVgOKFKd,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,,0,1.55,
R_81xh6ldt0VxOPHL,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,1.671,4
R_9KLkobZ9kYZSzYh,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,3.893,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,1.991,6
R_eFBfDt4acLjjVQh,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,2.147,6
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,Owl,0,4.853,3
R_3jv8dkv5pkIe4f3,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,2.708,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,2.288,6
R_9QAIH8o5XKYkAFD,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,1.944,5
R_8hQIw8oM3sZtlUV,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,1.974,6
R_dbuBKRXlnjouSRD,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,buttefly,0,1.713,5
R_81i04UQTtFxOXlz,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,4.563,8
R_aflUaQ1v901DTZb,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,3.254,6
R_8cU5NCG2ysTIeFf,NameResp_TEXT(40),NameResp_TEXT,40,butterfly,butterfly,1,1.712,8
R_8nQqGUmR9MT1CTP,NameResp_TEXT(41),NameResp_TEXT,41,stapler,,0,3.196,
R_0NWkLPKVngfskaV,NameResp_TEXT(41),NameResp_TEXT,41,stapler,,0,1.963,
R_2tvsWbcRX5R84ap,NameResp_TEXT(41),NameResp_TEXT,41,stapler,stairs,0,26.978,2
R_1TCKelAGYh94Ppr,NameResp_TEXT(41),NameResp_TEXT,41,stapler,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(41),NameResp_TEXT,41,stapler,a piano,0,4.805,7
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(41),NameResp_TEXT,41,stapler,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(41),NameResp_TEXT,41,stapler,stairs,0,4.749,7
R_4I5pqYdhVgOKFKd,NameResp_TEXT(41),NameResp_TEXT,41,stapler,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(41),NameResp_TEXT,41,stapler,,0,1.163,
R_81xh6ldt0VxOPHL,NameResp_TEXT(41),NameResp_TEXT,41,stapler,,0,3.915,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(41),NameResp_TEXT,41,stapler,city,0,1.404,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(41),NameResp_TEXT,41,stapler,stapler,1,4.098,4
R_eFBfDt4acLjjVQh,NameResp_TEXT(41),NameResp_TEXT,41,stapler,harmonica,0,5.236,3
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(41),NameResp_TEXT,41,stapler,Building,0,14.63,3
R_3jv8dkv5pkIe4f3,NameResp_TEXT(41),NameResp_TEXT,41,stapler,piano,0,2.562,4
R_9NNGTs03HOOrLhz,NameResp_TEXT(41),NameResp_TEXT,41,stapler,shelves in a house,0,4.031,7
R_9QAIH8o5XKYkAFD,NameResp_TEXT(41),NameResp_TEXT,41,stapler,stapler,1,3.542,7
R_8hQIw8oM3sZtlUV,NameResp_TEXT(41),NameResp_TEXT,41,stapler,,0,4.166,
R_dbuBKRXlnjouSRD,NameResp_TEXT(41),NameResp_TEXT,41,stapler,stapler,1,1.933,5
R_81i04UQTtFxOXlz,NameResp_TEXT(41),NameResp_TEXT,41,stapler,bus in city with tall buiildings,0,4.073,8
R_aflUaQ1v901DTZb,NameResp_TEXT(41),NameResp_TEXT,41,stapler,bookcase,0,5.916,4
R_8cU5NCG2ysTIeFf,NameResp_TEXT(41),NameResp_TEXT,41,stapler,,0,4.541,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,2.845,
R_0NWkLPKVngfskaV,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,1.793,
R_2tvsWbcRX5R84ap,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,lantern,0,10.314,4
R_1TCKelAGYh94Ppr,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,group of dogs,0,17.094,7
R_03dyKKqahwimd1z,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,restaurant,0,15.654,6
R_4I5pqYdhVgOKFKd,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,sodacan,1,3.833,7
R_1EWCq1k7UFauhNj,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,1.444,
R_81xh6ldt0VxOPHL,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,3.869,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,1.626,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,7.427,
R_eFBfDt4acLjjVQh,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,3.204,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,6.677,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,astronauts helmet,0,19.472,3
R_9NNGTs03HOOrLhz,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,someone taking a picture with a razor phone,0,6.389,4
R_9QAIH8o5XKYkAFD,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,3.871,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,1.655,
R_dbuBKRXlnjouSRD,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,pop,0,1.87,5
R_81i04UQTtFxOXlz,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,,0,5.523,
R_aflUaQ1v901DTZb,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,canyon,0,1.818,5
R_8cU5NCG2ysTIeFf,NameResp_TEXT(42),NameResp_TEXT,42,sodacan,can,0,3.726,5
R_8nQqGUmR9MT1CTP,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,palmtree,1,6.576,5
R_0NWkLPKVngfskaV,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,rainforest,0,2.856,5
R_2tvsWbcRX5R84ap,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,tree,0,2.772,4
R_1TCKelAGYh94Ppr,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,,0,,
R_4I5pqYdhVgOKFKd,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,person,0,2.382,5
R_81xh6ldt0VxOPHL,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,,0,3.654,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,flower,0,1.324,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,water,0,9.776,2
R_eFBfDt4acLjjVQh,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,palmtree,1,7.657,5
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,,0,15.06,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,plant,0,1.633,6
R_9NNGTs03HOOrLhz,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,something scary,0,6.437,5
R_9QAIH8o5XKYkAFD,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,,0,4.223,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,,0,7.174,
R_dbuBKRXlnjouSRD,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,tear gas,0,2.967,5
R_81i04UQTtFxOXlz,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,palmtree,1,4.306,7
R_aflUaQ1v901DTZb,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,,0,3.951,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(43),NameResp_TEXT,43,palmtree,,0,2.404,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,6.556,
R_0NWkLPKVngfskaV,NameResp_TEXT(44),NameResp_TEXT,44,gift,dog,0,1.746,5
R_2tvsWbcRX5R84ap,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,4.301,
R_1TCKelAGYh94Ppr,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,31.018,
R_03dyKKqahwimd1z,NameResp_TEXT(44),NameResp_TEXT,44,gift,face,0,4.205,6
R_4I5pqYdhVgOKFKd,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,3.075,
R_81xh6ldt0VxOPHL,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,5.668,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(44),NameResp_TEXT,44,gift,man,0,2.361,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,8.919,
R_eFBfDt4acLjjVQh,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,2.826,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(44),NameResp_TEXT,44,gift,Angry face,0,26.202,3
R_3jv8dkv5pkIe4f3,NameResp_TEXT(44),NameResp_TEXT,44,gift,face/mask,0,13.54,4
R_9NNGTs03HOOrLhz,NameResp_TEXT(44),NameResp_TEXT,44,gift,a man,0,4.751,5
R_9QAIH8o5XKYkAFD,NameResp_TEXT(44),NameResp_TEXT,44,gift,a man,0,5.494,6
R_8hQIw8oM3sZtlUV,NameResp_TEXT(44),NameResp_TEXT,44,gift,present,0,2.342,5
R_dbuBKRXlnjouSRD,NameResp_TEXT(44),NameResp_TEXT,44,gift,Asia,0,2.19,5
R_81i04UQTtFxOXlz,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,2.718,
R_aflUaQ1v901DTZb,NameResp_TEXT(44),NameResp_TEXT,44,gift,,0,9.825,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(44),NameResp_TEXT,44,gift,bulldog,0,3.336,4
R_8nQqGUmR9MT1CTP,NameResp_TEXT(45),NameResp_TEXT,45,bucket,,0,2.519,
R_0NWkLPKVngfskaV,NameResp_TEXT(45),NameResp_TEXT,45,bucket,stove,0,2.169,2
R_2tvsWbcRX5R84ap,NameResp_TEXT(45),NameResp_TEXT,45,bucket,crab,0,20.911,4
R_1TCKelAGYh94Ppr,NameResp_TEXT(45),NameResp_TEXT,45,bucket,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(45),NameResp_TEXT,45,bucket,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(45),NameResp_TEXT,45,bucket,"on a ride, or rollercoaster.. maybe driving on a road",0,28.304,6
R_03dyKKqahwimd1z,NameResp_TEXT(45),NameResp_TEXT,45,bucket,cup,0,4.55,7
R_4I5pqYdhVgOKFKd,NameResp_TEXT(45),NameResp_TEXT,45,bucket,flower,0,10.465,4
R_1EWCq1k7UFauhNj,NameResp_TEXT(45),NameResp_TEXT,45,bucket,,0,1.406,
R_81xh6ldt0VxOPHL,NameResp_TEXT(45),NameResp_TEXT,45,bucket,,0,5.506,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(45),NameResp_TEXT,45,bucket,muffins and rug,0,5.659,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(45),NameResp_TEXT,45,bucket,potatoes,0,5.579,3
R_eFBfDt4acLjjVQh,NameResp_TEXT(45),NameResp_TEXT,45,bucket,ice cream in a dish,0,9.643,7
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(45),NameResp_TEXT,45,bucket,Frog on a lilipad,0,7.962,4
R_3jv8dkv5pkIe4f3,NameResp_TEXT(45),NameResp_TEXT,45,bucket,animal drinking from bucket,0,5.226,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(45),NameResp_TEXT,45,bucket,Something very abstract,0,6.938,3
R_9QAIH8o5XKYkAFD,NameResp_TEXT(45),NameResp_TEXT,45,bucket,,0,5.465,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(45),NameResp_TEXT,45,bucket,,0,4.799,
R_dbuBKRXlnjouSRD,NameResp_TEXT(45),NameResp_TEXT,45,bucket,death,0,1.911,5
R_81i04UQTtFxOXlz,NameResp_TEXT(45),NameResp_TEXT,45,bucket,,0,4.762,
R_aflUaQ1v901DTZb,NameResp_TEXT(45),NameResp_TEXT,45,bucket,,0,7.142,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(45),NameResp_TEXT,45,bucket,bucket,1,4.9,4
R_8nQqGUmR9MT1CTP,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,key,0,2.113,6
R_0NWkLPKVngfskaV,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,trumpet,1,2.018,8
R_2tvsWbcRX5R84ap,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,key,0,3.353,5
R_1TCKelAGYh94Ppr,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,a park bench and house,0,9.829,5
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,trumpet,1,42.103,7
R_03dyKKqahwimd1z,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,key,0,4.224,7
R_4I5pqYdhVgOKFKd,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,trumpet,1,2.392,6
R_1EWCq1k7UFauhNj,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,,0,20.728,
R_81xh6ldt0VxOPHL,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,,0,2.939,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,trumpet,1,1.918,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,,0,7.396,
R_eFBfDt4acLjjVQh,NameResp_TEXT(46),NameResp_TEXT,46,trumpet,trumpet,1,3.408,8
